id,label,level,parent,mixs_extension,env_broad,env_local,env_medium,host_taxon,anatomical_site,other,interpretation
GOLDTERMS:5064,Host-associated > Horse > Digestive system > Large intestine > Cecum,5,GOLDTERMS:Host-associated-Horse-Digestive-system-Large-intestine,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0001153,,equivalent
GOLDTERMS:5060,Host-associated > Horse > Digestive system > Large intestine > Fecal,5,GOLDTERMS:Host-associated-Horse-Digestive-system-Large-intestine,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0000059,,subclass
GOLDTERMS:Host-associated-Horse-Excretory-system,Host-associated > Horse > Excretory system,3,GOLDTERMS:4476,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:8450002,,equivalent
GOLDTERMS:Host-associated-Horse-Excretory-system-Urethra,Host-associated > Horse > Excretory system > Urethra,4,GOLDTERMS:Host-associated-Horse-Excretory-system,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0000057,,equivalent
GOLDTERMS:5034,Host-associated > Horse > Excretory system > Urethra > Urine,5,GOLDTERMS:Host-associated-Horse-Excretory-system-Urethra,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0001088,,equivalent
GOLDTERMS:Host-associated-Horse-Respiratory-system,Host-associated > Horse > Respiratory system,3,GOLDTERMS:4476,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0001004,,equivalent
GOLDTERMS:5099,Host-associated > Horse > Respiratory system > Lung,4,GOLDTERMS:Host-associated-Horse-Respiratory-system,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0002048,,equivalent
GOLDTERMS:5057,Host-associated > Horse > Respiratory system > Nasopharyngeal,4,GOLDTERMS:Host-associated-Horse-Respiratory-system,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0001004,,subclass
GOLDTERMS:5063,Host-associated > Horse > Tooth,3,GOLDTERMS:4476,MIXS:HostAssociated,,,FOODON:03411229,NCBITaxon:9796,UBERON:0001091,,equivalent
GOLDTERMS:4138,Host-associated > Human,2,GOLDTERMS:4086,MIXS:HumanAssociated,,,,NCBITaxon:9606,,,equivalent
GOLDTERMS:5717,Host-associated > Human > Abdomen,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000916,,equivalent
GOLDTERMS:5120,Host-associated > Human > Abdomen > Peritoneal dialysate,4,GOLDTERMS:5717,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000916,,subclass
GOLDTERMS:5037,Host-associated > Human > Abdomen > Peritoneal fluid,4,GOLDTERMS:5717,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001268,,equivalent
GOLDTERMS:4581,Host-associated > Human > Bone,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002481,,equivalent
GOLDTERMS:5460,Host-associated > Human > Cell Line,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,,,subclass
GOLDTERMS:4832,Host-associated > Human > Cell Line > HeLa,4,GOLDTERMS:5460,MIXS:HumanAssociated,,,,NCBITaxon:9606,,OBI:1110032,subclass
GOLDTERMS:4764,Host-associated > Human > Circulatory system,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001009,,equivalent
GOLDTERMS:3932,Host-associated > Human > Circulatory system > Blood,4,GOLDTERMS:4764,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000178,,equivalent
GOLDTERMS:4416,Host-associated > Human > Circulatory system > Blood > Plasma,5,GOLDTERMS:3932,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001969,,equivalent
GOLDTERMS:4430,Host-associated > Human > Circulatory system > Blood > Serum,5,GOLDTERMS:3932,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001977,,equivalent
GOLDTERMS:4998,Host-associated > Human > Circulatory system > Heart,4,GOLDTERMS:4764,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000948,,equivalent
GOLDTERMS:5075,Host-associated > Human > Circulatory system > Heart > Heart valve,5,GOLDTERMS:4998,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000946,,equivalent
GOLDTERMS:3919,Host-associated > Human > Digestive system,3,GOLDTERMS:4138,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001007,,equivalent
GOLDTERMS:4762,Host-associated > Human > Digestive system > Hindgut,4,GOLDTERMS:3919,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001046,,equivalent
GOLDTERMS:3924,Host-associated > Human > Digestive system > Intestine,4,GOLDTERMS:3919,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000160,,equivalent
GOLDTERMS:3922,Host-associated > Human > Digestive system > Large intestine,4,GOLDTERMS:3919,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000059,,equivalent
GOLDTERMS:5029,Host-associated > Human > Digestive system > Large intestine > Colon,5,GOLDTERMS:3922,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001155,,equivalent
GOLDTERMS:5028,Host-associated > Human > Digestive system > Large intestine > Descending colon,5,GOLDTERMS:3922,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001158,,equivalent
GOLDTERMS:3920,Host-associated > Human > Digestive system > Large intestine > Fecal,5,GOLDTERMS:3922,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000059,,subclass
GOLDTERMS:5030,Host-associated > Human > Digestive system > Large intestine > Rectum,5,GOLDTERMS:3922,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001052,,equivalent
GOLDTERMS:3921,Host-associated > Human > Digestive system > Large intestine > Sigmoid colon,5,GOLDTERMS:3922,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001159,,equivalent
GOLDTERMS:3912,Host-associated > Human > Digestive system > Oral cavity,4,GOLDTERMS:3919,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000167,,equivalent
GOLDTERMS:3910,Host-associated > Human > Digestive system > Oral cavity > Attached/Keratinized gingiva,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000167,,subclass
GOLDTERMS:3915,Host-associated > Human > Digestive system > Oral cavity > Buccal mucosa,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0006956,,equivalent
GOLDTERMS:5038,Host-associated > Human > Digestive system > Oral cavity > Dental plaque,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0016482,,equivalent
GOLDTERMS:5083,Host-associated > Human > Digestive system > Oral cavity > Dental pulp,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001754,,equivalent
GOLDTERMS:5192,Host-associated > Human > Digestive system > Oral cavity > Gingival crevice,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000167,,subclass
GOLDTERMS:3918,Host-associated > Human > Digestive system > Oral cavity > Hard palate,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0003216,,equivalent
GOLDTERMS:3909,Host-associated > Human > Digestive system > Oral cavity > Palatine tonsils,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0002373,,equivalent
GOLDTERMS:3908,Host-associated > Human > Digestive system > Oral cavity > Periodontal pockets,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000167,,subclass
GOLDTERMS:3907,Host-associated > Human > Digestive system > Oral cavity > Saliva,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001836,,equivalent
GOLDTERMS:3913,Host-associated > Human > Digestive system > Oral cavity > Subgingival plaque,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0016484,,equivalent
GOLDTERMS:3916,Host-associated > Human > Digestive system > Oral cavity > Supragingival plaque,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0016485,,equivalent
GOLDTERMS:3914,Host-associated > Human > Digestive system > Oral cavity > Throat,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000341,,equivalent
GOLDTERMS:3911,Host-associated > Human > Digestive system > Oral cavity > tongue dorsum,5,GOLDTERMS:3912,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0009471,,equivalent
GOLDTERMS:Host-associated-Human-Digestive-system-Small-intestine,Host-associated > Human > Digestive system > Small intestine,4,GOLDTERMS:3919,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0002108,,equivalent
GOLDTERMS:5023,Host-associated > Human > Digestive system > Small intestine > Duodenum,5,GOLDTERMS:Host-associated-Human-Digestive-system-Small-intestine,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0002114,,equivalent
GOLDTERMS:5025,Host-associated > Human > Digestive system > Small intestine > Ileum,5,GOLDTERMS:Host-associated-Human-Digestive-system-Small-intestine,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0002116,,equivalent
GOLDTERMS:5080,Host-associated > Human > Digestive system > Stomach,4,GOLDTERMS:3919,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000945,,equivalent
GOLDTERMS:5126,Host-associated > Human > Digestive system > Stomach > Gastric biopsy,5,GOLDTERMS:5080,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0000945,,subclass
GOLDTERMS:5079,Host-associated > Human > Digestive system > Stomach > Gastric mucosa,5,GOLDTERMS:5080,MIXS:HumanGut,,,,NCBITaxon:9606,UBERON:0001199,,equivalent
GOLDTERMS:4502,Host-associated > Human > Ear,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001690,,equivalent
GOLDTERMS:5002,Host-associated > Human > Ear > Ear fluid,4,GOLDTERMS:4502,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001690,,subclass
GOLDTERMS:4144,Host-associated > Human > Excretory system,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:8450002,,equivalent
GOLDTERMS:5027,Host-associated > Human > Excretory system > Gallbladder,4,GOLDTERMS:4144,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002110,,equivalent
GOLDTERMS:5000,Host-associated > Human > Excretory system > Liver,4,GOLDTERMS:4144,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002107,,equivalent
GOLDTERMS:5024,Host-associated > Human > Excretory system > Liver > Bile,5,GOLDTERMS:5000,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001970,,equivalent
GOLDTERMS:4761,Host-associated > Human > Excretory system > Urethra,4,GOLDTERMS:4144,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000057,,equivalent
GOLDTERMS:4145,Host-associated > Human > Excretory system > Urethra > Urine,5,GOLDTERMS:4761,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001088,,equivalent
GOLDTERMS:4996,Host-associated > Human > Excretory system > Urinary bladder,4,GOLDTERMS:4144,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001255,,equivalent
GOLDTERMS:5082,Host-associated > Human > Excretory system > Urinary tract,4,GOLDTERMS:4144,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001008,,equivalent
GOLDTERMS:4499,Host-associated > Human > Eye,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000970,,equivalent
GOLDTERMS:5240,Host-associated > Human > Eye > Conjunctiva,4,GOLDTERMS:4499,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001811,,equivalent
GOLDTERMS:4584,Host-associated > Human > Hair,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001037,,equivalent
GOLDTERMS:4797,Host-associated > Human > Lymphatic system,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0006558,,equivalent
GOLDTERMS:4128,Host-associated > Human > Lymphatic system > Lymph nodes,4,GOLDTERMS:4797,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0006558,,subclass
GOLDTERMS:5085,Host-associated > Human > Lymphatic system > Spleen,4,GOLDTERMS:4797,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002106,,equivalent
GOLDTERMS:4129,Host-associated > Human > Milk,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,FOODON:03307455,NCBITaxon:9606,UBERON:0001913,,equivalent
GOLDTERMS:3934,Host-associated > Human > Nervous system,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001016,,equivalent
GOLDTERMS:4496,Host-associated > Human > Nervous system > Brain,4,GOLDTERMS:3934,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000955,,equivalent
GOLDTERMS:3933,Host-associated > Human > Nervous system > Cerebrospinal fluid,4,GOLDTERMS:3934,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001359,,equivalent
GOLDTERMS:5073,Host-associated > Human > Pus,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000177,,equivalent
GOLDTERMS:4143,Host-associated > Human > Reproductive system,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000990,,equivalent
GOLDTERMS:Host-associated-Human-Reproductive-system-Amniotic-sac,Host-associated > Human > Reproductive system > Amniotic sac,4,GOLDTERMS:4143,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000990,,subclass
GOLDTERMS:4870,Host-associated > Human > Reproductive system > Amniotic sac > Amniotic fluid,5,GOLDTERMS:Host-associated-Human-Reproductive-system-Amniotic-sac,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000173,,subclass
GOLDTERMS:5089,Host-associated > Human > Reproductive system > Breast,4,GOLDTERMS:4143,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000310,,equivalent
GOLDTERMS:4982,Host-associated > Human > Reproductive system > Cervix,4,GOLDTERMS:4143,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000002,,equivalent
GOLDTERMS:4900,Host-associated > Human > Reproductive system > Penis,4,GOLDTERMS:4143,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000989,,equivalent
GOLDTERMS:5019,Host-associated > Human > Reproductive system > Prostate,4,GOLDTERMS:4143,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002367,,equivalent
GOLDTERMS:4140,Host-associated > Human > Reproductive system > Vagina,4,GOLDTERMS:4143,MIXS:HumanVaginal,,,,NCBITaxon:9606,UBERON:0000996,,equivalent
GOLDTERMS:4141,Host-associated > Human > Reproductive system > Vagina > Introitus,5,GOLDTERMS:4140,MIXS:HumanVaginal,,,,NCBITaxon:9606,UBERON:0012317,,equivalent
GOLDTERMS:4139,Host-associated > Human > Reproductive system > Vagina > Midpoint vagina,5,GOLDTERMS:4140,MIXS:HumanVaginal,,,,NCBITaxon:9606,UBERON:0000996,,subclass
GOLDTERMS:4142,Host-associated > Human > Reproductive system > Vagina > posterior fornix,5,GOLDTERMS:4140,MIXS:HumanVaginal,,,,NCBITaxon:9606,UBERON:0016486,,equivalent
GOLDTERMS:4137,Host-associated > Human > Respiratory system,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001004,,equivalent
GOLDTERMS:5004,Host-associated > Human > Respiratory system > Lung,4,GOLDTERMS:4137,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002048,,equivalent
GOLDTERMS:5251,Host-associated > Human > Respiratory system > Lung > Bronchi,5,GOLDTERMS:5004,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002185,,equivalent
GOLDTERMS:5074,Host-associated > Human > Respiratory system > Lung > Empyema,5,GOLDTERMS:5004,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002048,,subclass
GOLDTERMS:5005,Host-associated > Human > Respiratory system > Lung > Pleural fluid,5,GOLDTERMS:5004,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001087,,equivalent
GOLDTERMS:5252,Host-associated > Human > Respiratory system > Lung > Pulmonary fluid,5,GOLDTERMS:5004,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002048,,subclass
GOLDTERMS:4131,Host-associated > Human > Respiratory system > Nasopharyngeal,4,GOLDTERMS:4137,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001004,,subclass
GOLDTERMS:4132,Host-associated > Human > Respiratory system > Nasopharyngeal > Pharynx,5,GOLDTERMS:4131,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001042,,subclass
GOLDTERMS:4130,Host-associated > Human > Respiratory system > Nasopharyngeal > anterior nares,5,GOLDTERMS:4131,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0005928,,subclass
GOLDTERMS:5009,Host-associated > Human > Respiratory system > Sputum,4,GOLDTERMS:4137,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0007311,,equivalent
GOLDTERMS:5007,Host-associated > Human > Respiratory system > Throat,4,GOLDTERMS:4137,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000341,,equivalent
GOLDTERMS:5021,Host-associated > Human > Respiratory system > Trachea,4,GOLDTERMS:4137,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0003126,,equivalent
GOLDTERMS:Host-associated-Human-Skeletal-system,Host-associated > Human > Skeletal system,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001434,,equivalent
GOLDTERMS:5250,Host-associated > Human > Skeletal system > Bone,4,GOLDTERMS:Host-associated-Human-Skeletal-system,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002481,,equivalent
GOLDTERMS:5313,Host-associated > Human > Skeletal system > Bone > Ancient bone,5,GOLDTERMS:5250,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002481,,subclass
GOLDTERMS:5314,Host-associated > Human > Skeletal system > Bone > Bone marrow,5,GOLDTERMS:5250,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002371,,equivalent
GOLDTERMS:5312,Host-associated > Human > Skeletal system > Bone > Ethmoid,5,GOLDTERMS:5250,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001679,,equivalent
GOLDTERMS:5311,Host-associated > Human > Skeletal system > Bone > Periprosthetic joint,5,GOLDTERMS:5250,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002481,,subclass
GOLDTERMS:Host-associated-Human-Skeletal-system-Synovial-membrane,Host-associated > Human > Skeletal system > Synovial membrane,4,GOLDTERMS:Host-associated-Human-Skeletal-system,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0002018,,equivalent
GOLDTERMS:5213,Host-associated > Human > Skeletal system > Synovial membrane > Synovial fluid,5,GOLDTERMS:Host-associated-Human-Skeletal-system-Synovial-membrane,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001090,,equivalent
GOLDTERMS:3928,Host-associated > Human > Skin,3,GOLDTERMS:4138,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0000014,,equivalent
GOLDTERMS:3926,Host-associated > Human > Skin > Axilla,4,GOLDTERMS:3928,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0009472,,equivalent
GOLDTERMS:4795,Host-associated > Human > Skin > Medial distal leg,4,GOLDTERMS:3928,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0000014,,subclass
GOLDTERMS:3931,Host-associated > Human > Skin > Medial distal leg > Venous leg ulcers,5,GOLDTERMS:4795,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0000014,,subclass
GOLDTERMS:3929,Host-associated > Human > Skin > Naris,4,GOLDTERMS:3928,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0005928,,equivalent
GOLDTERMS:3925,Host-associated > Human > Skin > Umbilicus,4,GOLDTERMS:3928,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0007118,,equivalent
GOLDTERMS:3927,Host-associated > Human > Skin > Volar forearm,4,GOLDTERMS:3928,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0000014,,subclass
GOLDTERMS:3930,Host-associated > Human > Skin > retroauricular crease,4,GOLDTERMS:3928,MIXS:HumanSkin,,,,NCBITaxon:9606,UBERON:0000014,,subclass
GOLDTERMS:4826,Host-associated > Human > Soft tissue,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,,,subclass
GOLDTERMS:5256,Host-associated > Human > Thorax,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0000915,,equivalent
GOLDTERMS:4587,Host-associated > Human > Tooth,3,GOLDTERMS:4138,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001091,,equivalent
GOLDTERMS:5091,Host-associated > Human > Tooth > Enamel,4,GOLDTERMS:4587,MIXS:HumanAssociated,,,,NCBITaxon:9606,UBERON:0001752,,equivalent
GOLDTERMS:4320,Host-associated > Insecta,2,GOLDTERMS:4086,MIXS:HostAssociated,,,FOODON:03411220,NCBITaxon:50557,,,equivalent
GOLDTERMS:4319,Host-associated > Insecta > Digestive system,3,GOLDTERMS:4320,MIXS:HostAssociated,,,FOODON:03411220,NCBITaxon:50557,UBERON:0001007,,equivalent
GOLDTERMS:5051,Host-associated > Insecta > Digestive system > Intestine,4,GOLDTERMS:4319,MIXS:HostAssociated,,,FOODON:03411220,NCBITaxon:50557,UBERON:0000160,,equivalent
GOLDTERMS:4754,Host-associated > Invertebrates,2,GOLDTERMS:4086,MIXS:HostAssociated,,,,,,,subclass
GOLDTERMS:4799,Host-associated > Invertebrates > Bryozoans,3,GOLDTERMS:4754,MIXS:HostAssociated,,,,NCBITaxon:10205,,,subclass
GOLDTERMS:4087,Host-associated > Invertebrates > Bryozoans > Gymnolaemates,4,GOLDTERMS:4799,MIXS:HostAssociated,,,,NCBITaxon:10205,,,subclass
GOLDTERMS:4801,Host-associated > Invertebrates > Cnidaria,3,GOLDTERMS:4754,MIXS:HostAssociated,,,,NCBITaxon:6073,,,subclass
GOLDTERMS:4088,Host-associated > Invertebrates > Cnidaria > Coral,4,GOLDTERMS:4801,MIXS:HostAssociated,,,,NCBITaxon:6073,,,subclass
GOLDTERMS:4651,Host-associated > Invertebrates > Cnidaria > Coral > Surface,5,GOLDTERMS:4088,MIXS:HostAssociated,,,,NCBITaxon:6073,,,subclass
GOLDTERMS:5745,Host-associated > Invertebrates > Cnidaria > Coral > Tissue,5,GOLDTERMS:4088,MIXS:HostAssociated,,,,NCBITaxon:6073,UBERON:0000479,,subclass
GOLDTERMS:4615,Host-associated > Invertebrates > Ctenophora,3,GOLDTERMS:4754,MIXS:HostAssociated,,,,NCBITaxon:10197,,,subclass
GOLDTERMS:4803,Host-associated > Invertebrates > Echinodermata,3,GOLDTERMS:4754,MIXS:HostAssociated,,,FOODON:03412115,NCBITaxon:7586,,,subclass
GOLDTERMS:4683,Host-associated > Invertebrates > Echinodermata > Sea Star,4,GOLDTERMS:4803,MIXS:HostAssociated,,,FOODON:03412115,NCBITaxon:7588,,,subclass
GOLDTERMS:4089,Host-associated > Invertebrates > Echinodermata > Sea Urchin,4,GOLDTERMS:4803,MIXS:HostAssociated,,,FOODON:03412115,NCBITaxon:7625,,,subclass
GOLDTERMS:5248,Host-associated > Invertebrates > Echinodermata > Sea cucumber,4,GOLDTERMS:4803,MIXS:HostAssociated,,,FOODON:03412115,NCBITaxon:7586,,,subclass
GOLDTERMS:4425,Host-associated > Invertebrates > Nematoda,3,GOLDTERMS:4754,MIXS:HostAssociated,,,,NCBITaxon:6231,,,subclass
GOLDTERMS:Host-associated-Invertebrates-Nematoda-Digestive-system,Host-associated > Invertebrates > Nematoda > Digestive system,4,GOLDTERMS:4425,MIXS:HostAssociated,,,,NCBITaxon:6231,UBERON:0001007,,subclass
GOLDTERMS:5246,Host-associated > Invertebrates > Nematoda > Digestive system > Intestine,5,GOLDTERMS:Host-associated-Invertebrates-Nematoda-Digestive-system,MIXS:HostAssociated,,,,NCBITaxon:6231,UBERON:0000160,,subclass
GOLDTERMS:4736,Host-associated > Invertebrates > Platyhelminthes,3,GOLDTERMS:4754,MIXS:HostAssociated,,,,NCBITaxon:6157,,,subclass
GOLDTERMS:5336,Host-associated > Invertebrates > Tissue,3,GOLDTERMS:4754,MIXS:HostAssociated,,,,,UBERON:0000479,,subclass
GOLDTERMS:4118,Host-associated > Mammals,2,GOLDTERMS:4086,MIXS:HostAssociated,,,,NCBITaxon:40674,,,equivalent
GOLDTERMS:4115,Host-associated > Mammals > Circulatory system,3,GOLDTERMS:4118,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001009,,equivalent
GOLDTERMS:4114,Host-associated > Mammals > Circulatory system > Blood,4,GOLDTERMS:4115,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0000178,,equivalent
GOLDTERMS:5112,Host-associated > Mammals > Circulatory system > Blood > Peripheral blood mononuclear cells,5,GOLDTERMS:4114,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0000178,,subclass
GOLDTERMS:4988,Host-associated > Mammals > Circulatory system > Heart,4,GOLDTERMS:4115,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0000948,,equivalent
GOLDTERMS:4107,Host-associated > Mammals > Digestive system,3,GOLDTERMS:4118,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001007,,equivalent
GOLDTERMS:4381,Host-associated > Mammals > Digestive system > Foregut,4,GOLDTERMS:4107,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001041,,equivalent
GOLDTERMS:4108,Host-associated > Mammals > Digestive system > Foregut > Rumen,5,GOLDTERMS:4381,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0007365,,equivalent
GOLDTERMS:Host-associated-Mammals-Digestive-system-Hindgut,Host-associated > Mammals > Digestive system > Hindgut,4,GOLDTERMS:4107,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001046,,equivalent
GOLDTERMS:5011,Host-associated > Mammals > Digestive system > Hindgut > Rectum,5,GOLDTERMS:Host-associated-Mammals-Digestive-system-Hindgut,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001052,,equivalent
GOLDTERMS:5043,Host-associated > Mammals > Digestive system > Intestine,4,GOLDTERMS:4107,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0000160,,equivalent
GOLDTERMS:4106,Host-associated > Mammals > Digestive system > Large intestine,4,GOLDTERMS:4107,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0000059,,equivalent
GOLDTERMS:4105,Host-associated > Mammals > Digestive system > Large intestine > Cecum,5,GOLDTERMS:4106,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001153,,equivalent
GOLDTERMS:5041,Host-associated > Mammals > Digestive system > Large intestine > Colon,5,GOLDTERMS:4106,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001155,,equivalent
GOLDTERMS:4858,Host-associated > Mammals > Digestive system > Large intestine > Cow Dung,5,GOLDTERMS:4106,MIXS:HostAssociated,,,,NCBITaxon:40674,UBERON:0001988,,equivalent
